oli_seqid,cust_seqid,parent_cust_seqid,subid,odbid,order_seqid,oli_unit_monthly_net,oli_qty,order_bridge,focus_list,order_util,sku,sku_family,sku_arr,sku_base,sku_fee,sku_active,sku_subscription,sku_perpetual,sku_maint,sku_host,sku_ondemand,sku_onprem,sord,oli_start_dt,oli_end_dt,oli_mbg_dt,rep_supercede_dt,mbg_cancel_dt,non_renew_dt,oli_mct_dt,arr_odb,seats_odb,start_month,oli_start,end_month,ca_account_id,ca_account_name,end_user_ca_account_id,end_user_ca_account_name,geo,operating_area,sales_region,territory,account_segment,currency_code
34344,66270,66270,66270,66270,40259613,,63,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42886,42887,43251,,,,,,34961,63,42887,42856,43221,NR48994,SODEXO,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
34345,5893,5893,5893,5893,40259540,,1,0,0,0,ACNHST990,UE,1,0,0,1,0,1,0,1,1,0,42886,42887,43251,,,,,,39410,0,42887,42856,43221,NR51970,Carestream,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
34346,38624,38624,38624,38624,40258996,,75,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42866,42866,43220,,,,,,38588,75,42856,42856,43191,NR48974,Government of Ontario.,,,PS/CAN,CANADA,PS_CANADA,PS_CAN_WEST-CTL,Platinum,USD
34347,113092,113092,113092,113092,40258235,,25,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42843,42843,43158,,,,,,12504,25,42826,42826,43132,NR49769,DuPont,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Silver,USD
34348,6500,6500,6500,6500,40259247,,5,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42874,42874,43008,,,,,,2499,5,42856,42856,42979,N122701,Pacific Metrics,,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34349,55492,55492,55492,55492,40259417,,5,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42886,42887,43251,,,,,,2100,5,42887,42856,43221,NR50019,"Nextera Energy, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
34350,66139,7000307,66139,7000307,40259421,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42879,42879,43220,,,,,,14700,50,42856,42856,43191,NR51353,OHIO - STATE,,,PS/CAN,Public Sector,PS_SLED,PS_SL-EAST,Gold,USD
34351,113092,113092,113092,113092,40259543,,20,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42881,42881,43158,,,,,,9701,20,42856,42856,43132,NR49769,DuPont,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Silver,USD
34352,37965,7000203,37965,7000203,40258233,,20,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42845,42845,42916,,,,,,9173,20,42826,42826,42887,NR51961,HCA (Hospital Corporation of America),,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
34353,77898,77898,77898,77898,40259099,,20,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42886,42887,43251,,,,,,11760,20,42887,42856,43221,N115694,CHERRYROAD TECHNOLOGIES INC.,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Commercial,USD
34354,3503,7000088,3503,7000088,40263448,,10,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42976,42976,43100,,,,,,4410,10,42948,42948,43070,NR49160,McKesson Corporation.,,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Gold,USD
34355,5703,5703,5703,5703,40259348,,5,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42886,42887,43251,,,,,,2734,5,42887,42856,43221,N122485,Sleep Care Inc,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Commercial,USD
34356,30533,30533,30533,30533,40258139,,10,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42839,42856,43220,,,,,,4998,10,42856,42826,43191,NR48796,"Cullen/Frost Bankers, Inc.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Gold,USD
34357,1643,1643,1643,1643,40257481,,1,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42826,42826,43190,,,,,,420,1,42826,42826,43160,N099214,"Blackbaud, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Commercial,USD
34358,59777,7000256,59777,7000256,40258312,,30,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42849,42849,43039,,,,,,14994,30,42826,42826,43009,NR48741,Amgen Inc.,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Gold,USD
34359,65902,65902,65902,65902,40259134,,78,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42870,42870,43220,,,,,,31941,78,42856,42856,43191,N121908,Academic Partnerships,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Commercial,USD
34360,967,967,967,967,40259218,,30,1,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42872,42872,43083,,,,,,12524,30,42856,42856,43070,NR50200,"Carlson Holdings, Inc.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_GREATLAKES,Gold,USD
34361,5929,5929,5929,5929,40259633,,110,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42886,42887,43251,,,,,,54978,110,42887,42856,43221,N111980,Excentus Corporation,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Commercial,USD
34362,3014,7000156,3014,7000156,40259715,,560,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42886,42886,43220,,,,,,234220,560,42856,42856,43191,N116647,WOLTERS KLUWER,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
34363,-222,-222,-222,-222,40259484,,7600,0,0,0,ACNUNL990,UE,1,1,0,1,0,1,1,0,0,1,42880,42880,43220,,,,,,280673,7600,42856,42856,43191,AR50868,HUAWEI TECHNOLOGIES,,,APJ,GREATER CHINA,CHINA,CHINA,Commercial,CNY
34364,4248,4248,4248,4248,40258544,,23,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42853,42853,43251,,,,,,11495,23,42826,42826,43221,N122529,Basys Inc,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Commercial,USD
34365,-438,7000236,-438,7000236,40258989,,1,0,0,0,ACSFSB990,UE,1,0,0,1,1,0,0,0,0,1,42886,42887,43251,,,,,,1938,0,42887,42856,43221,NR49011,Telefon AB L M Ericsson.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Silver,USD
34366,78045,7000143,78045,7000143,40259460,,8,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42886,42887,43251,,,,,,4704,8,42887,42856,43221,N122709,"Twenty-First Century Fox, Inc.",,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
34367,109540,109540,109540,109540,40257902,,10,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42832,42832,43091,,,,,,4788,10,42826,42826,43070,ER50624,ELECTRICITE DE FRANCE,,,EMEA,STH,FRANCE,FRANCE,Gold,EUR
34368,50375,50375,50375,50375,40259474,,5,0,0,0,FLODOC990,FDE,1,0,0,1,1,0,0,0,1,0,42881,42881,43189,,,,,,460,0,42856,42856,43160,N122403,"Scaled Agile, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34369,967,967,967,967,40259218,,30,1,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42872,42872,43083,,,,,,12524,30,42856,42856,43070,NR50200,"Carlson Holdings, Inc.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_GREATLAKES,Gold,USD
34370,4038,4038,4038,4038,40258011,,645,0,0,0,ACNHST990,UE,1,0,0,1,0,1,0,1,1,0,42836,42836,43190,,,,,,70000,0,42826,42826,43160,N100267,Parexel International Corporation,,,NAmer,NA_NE,NA_NE,NA_NE_NEWENG,Commercial,USD
34371,-160,7000014,-160,7000014,40259838,,400,0,0,0,ACNUNL990,UE,1,1,0,1,0,1,1,0,0,1,42856,42856,43220,,,,,,46325,400,42856,42856,43191,NR51113,NASA,,,PS/CAN,Public Sector,PS_FED/FSI,PS_CIVILIAN,Gold,USD
34372,49178,49178,49178,49178,40259627,,5,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42885,42885,43100,,,,,,2100,5,42856,42856,43070,N110567,HighPoint Solutions,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Commercial,USD
34373,113092,113092,113092,113092,40259543,,20,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42881,42881,43158,,,,,,9701,20,42856,42856,43132,NR49769,DuPont,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Silver,USD
34374,113108,113108,113108,113108,40258101,,4,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42840,42840,43204,,,,,,2070,4,42826,42826,43191,N127942,"SpruceTech, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34375,30533,30533,30533,30533,40258139,,92,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42839,42856,43220,,,,,,45982,92,42856,42826,43191,NR48796,"Cullen/Frost Bankers, Inc.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Gold,USD
34376,54457,54457,54457,54457,40260258,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,0,0,42917,42887,43252,NR50342,Invesco Ltd.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
34377,85816,85816,85816,85816,40260210,,5,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,2499,5,42917,42887,43252,N100143,The Institute of Electrical and Electronics Engineers Incorporated,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Commercial,USD
34378,-436,7000313,-436,7000313,40261268,,50,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,17052,50,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34379,150001,150001,150001,150001,40261244,,1,0,0,0,ACNSVR990,UE,1,0,1,1,0,1,1,0,0,1,42916,42916,43280,,,,,,315,0,42887,42887,43221,ER51666,CAIXABANK,,,EMEA,STH,IBERIA,SPAIN,Platinum,EUR
34380,55918,55918,55918,55918,40259778,,40,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,15540,40,42917,42887,43252,N123071,Optimo Information Technology Llc.,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Commercial,USD
34381,4288,4288,4288,4288,40260199,,25,0,0,0,AGUEPT990,UE Partner,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,2500,25,42917,42887,43252,N122698,"Matrix Resources, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
34382,55632,7000293,55632,7000293,40260470,,3,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42916,43100,,,,,,1279,3,42887,42887,43070,NR49079,The Hartford Financial Services Group Inc,,,NAmer,NA_NE,NA_NE,NA_NE_NEWENG,Platinum,USD
34383,29668,29668,29668,29668,40260237,,30,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42913,42913,43100,,,,,,15971,30,42887,42887,43070,E097032,TRAVIS PERKINS PLC,,,EMEA,NTH,UKI,UK,Commercial,GBP
34384,51880,51880,51880,51880,40260762,,140,0,0,0,FLODOC990,FDE,1,0,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,12852,0,42917,42887,43252,N123028,"Jama Software, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_PNW,Commercial,USD
34385,4503,4503,4503,4503,40260618,,10,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42913,42913,42947,,,,,,4225,10,42887,42887,42917,E136269,UNIVERSE GROUP PLC,,,EMEA,NTH,UKI,UK,Commercial,GBP
34386,7365,7365,7365,7365,40259464,,2,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42887,42887,43131,,,,,,1175,2,42887,42887,43101,N122379,TIER1CRM Inc,,,PS/CAN,CANADA,PS_CANADA,PS_CAN_COMMERCIAL,Commercial,USD
34387,4263,4263,4263,4263,40260333,,18,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42916,43281,,,,,,7560,18,42887,42887,43252,N122524,Institutional Cash Distributors LLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34388,66592,7000229,66592,7000229,40261274,,372,0,1,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,42916,42916,43100,,,,,,44007,372,42887,42887,43070,NR48592,Ford Motor Company.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_GREATLAKES,Platinum,USD
34389,34742,34742,34742,34742,40260534,,220,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42912,42856,43220,,,,,,103488,220,42856,42887,43191,N122564,"Logrhythm, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34390,7847,7847,7847,7847,40259774,,4,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42888,42856,43220,,,,,,1680,4,42856,42887,43191,N122402,Doculynx Inc,,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34391,111364,111364,111364,111364,40260982,,200,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43555,,,,,,82920,200,42917,42887,43525,NR49124,UNUM Group,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Platinum,USD
34392,5158,7000105,5158,7000105,40261336,,250,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42916,43830,,,,,,87959,250,42887,42887,43800,NR48635,Deere & Company.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34393,111364,111364,111364,111364,40260982,,200,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,43191,43555,,,,,,82920,200,43191,42887,43525,NR49124,UNUM Group,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Platinum,USD
34394,39627,39627,39627,39627,40259333,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42892,42892,43251,,,,,,20237,50,42887,42887,43221,AR49714,AUSTRALIA POST,,,APJ,ANZ,AUSTRALIA,AUS South,Commercial,AUD
34395,44202,44202,44202,44202,40261436,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,24255,50,42917,42887,43252,NR51115,DEPARTMENT OF LABOR,,,PS/CAN,Public Sector,PS_FED/FSI,PS_CIVILIAN,Gold,USD
34396,48959,48959,48959,48959,40259942,,5,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42901,42901,43100,,,,,,2646,5,42887,42887,43070,N122665,"ZOTEC SOLUTIONS, INC.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_GREATLAKES,Commercial,USD
34397,100129,100129,100129,100129,40259776,,1600,0,1,0,AGCLHT990,UE,0,0,0,1,1,0,0,0,1,0,42888,42888,43159,,,,,,0,0,42887,42887,43070,ER49616,BNP PARIBAS,,,EMEA,NTH,BENELUX,BELGIUM,Platinum,EUR
34398,7710,7710,7710,7710,40261300,,10,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42856,43220,,,,,,3780,10,42856,42887,43191,N122605,"Bluepoint Solutions, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
34399,54489,54489,54489,54489,40261131,,55,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42916,43251,,,,,,30920,55,42887,42887,43221,E136271,DIGITAL BARRIERS PLC,,,EMEA,NTH,UKI,UK,Commercial,GBP
34400,79812,79812,79812,79812,40260383,,100,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,55860,100,42917,42887,43252,NR49113,Broadridge Foundation.,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Platinum,USD
34401,111364,111364,111364,111364,40260982,,200,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43555,,,,,,82920,200,42917,42887,43525,NR49124,UNUM Group,,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Platinum,USD
34402,4263,4263,4263,4263,40260333,,1,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42916,43281,,,,,,412,1,42887,42887,43252,N122524,Institutional Cash Distributors LLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34403,-436,7000313,-436,7000313,40261268,,50,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,17052,50,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34404,5783,7000127,5783,7000127,40260551,,480,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42909,42909,43220,,,,,,208882,480,42887,42887,43191,A097375,BANK OF NEW ZEALAND,,,APJ,ANZ,NEW ZEALAND,NEW ZEALAND,Commercial,NZD
34405,43560,43560,43560,43560,40261054,,28,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,11172,28,42917,42887,43252,N097587,Careoregon Inc,,,NAmer,NA_WEST,NA_WEST,NA_WEST_PNW,Commercial,USD
34406,-436,7000313,-436,7000313,40261268,,45,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,15348,45,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34407,7261,7261,7261,7261,40260320,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42901,42901,43100,,,,,,12884,50,42887,42887,43070,NR51422,FLORIDA - STATE,,,PS/CAN,Public Sector,PS_SLED,PS_SL-EAST,Platinum,USD
34408,3433,3433,3433,3433,40260651,,110,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43646,,,,,,53245,110,42917,42887,43617,N121373,Cast and Crew,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
34409,-436,7000313,-436,7000313,40261268,,45,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,15347,45,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34410,62484,62484,62484,62484,40259680,,10,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42887,42887,43251,,,,,,4998,10,42887,42887,43221,N122919,"YOUNG PRESIDENTS' ORGANIZATION, INC",,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Commercial,USD
34411,-405,-405,-405,-405,40259903,,125,0,0,0,ACEEUS990,UE,1,0,0,1,1,0,0,0,0,1,42894,42856,43404,,,,,,16044,0,42856,42887,43374,N122390,Qumulo Inc,,,NAmer,NA_WEST,NA_WEST,NA_WEST_PNW,Commercial,USD
34412,101092,101092,101092,101092,40260177,,30,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42901,42901,43008,,,,,,17745,30,42887,42887,42979,E118366,HASTINGS (HOLDINGS) LTD,,,EMEA,NTH,UKI,UK,Commercial,GBP
34413,66923,7000299,66923,7000299,40261241,,40,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,14280,40,42917,42887,43252,NR51410,TEXAS - STATE,,,PS/CAN,Public Sector,PS_SLED,PS_SL-CENTRAL,Platinum,USD
34414,-436,7000313,-436,7000313,40261268,,45,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,15347,45,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34415,54105,7000255,54105,7000255,40260318,,12,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42887,42887,43251,,,,,,7056,12,42887,42887,43221,N118884,General Dynamics-OTS Canada,,,PS/CAN,CANADA,PS_CANADA,PS_CAN_COMMERCIAL,Commercial,USD
34416,3080,3080,3080,3080,40260786,,94,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,34348,94,42917,42887,43252,N122546,"Gazillion, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Commercial,USD
34417,3503,7000088,3503,7000088,40263395,,10,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42976,42976,43100,,,,,,4410,10,42948,42948,43070,NR49160,McKesson Corporation.,,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Gold,USD
34418,66496,7000285,66496,7000285,40260202,,9,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42902,42902,43220,,,,,,4771,9,42887,42887,43191,NR50325,"Rockwell Collins, Inc",,,NAmer,NA_CEN,NA_CEN,NA_CEN_GREATLAKES,Gold,USD
34419,83718,83718,83718,83718,40260672,,45,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,23814,45,42917,42887,43252,N123156,HEALTHICITY,,,NAmer,NA_WEST,NA_WEST,NA_WEST_MOUNTAIN,Commercial,USD
34420,79812,79812,79812,79812,40260383,,50,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,27930,50,42917,42887,43252,NR49113,Broadridge Foundation.,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Platinum,USD
34421,85816,85816,85816,85816,40260210,,40,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,19992,40,42917,42887,43252,N100143,The Institute of Electrical and Electronics Engineers Incorporated,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Commercial,USD
34422,7710,7710,7710,7710,40261300,,40,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,42916,42856,43220,,,,,,15120,40,42856,42887,43191,N122605,"Bluepoint Solutions, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
34423,65649,7000331,65649,7000331,40259813,,10,0,0,0,FLODOC990,FDE,1,0,0,1,1,0,0,0,1,0,42893,42893,43131,,,,,,1080,0,42887,42887,43101,N122667,Heavy Water Ltd.,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Commercial,USD
34424,1878,1878,1878,1878,40261198,,0,0,0,0,AGUEPC990,UE Partner,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,0,0,42917,42887,43252,N122576,SQA Resources,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
34425,-436,7000313,-436,7000313,40261268,,45,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,15346,45,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34426,64836,64836,64836,64836,40261067,,38,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42917,43281,,,,,,22344,38,42917,42887,43252,N122557,Sciemetric Instruments Inc,,,PS/CAN,CANADA,PS_CANADA,PS_CAN_COMMERCIAL,Commercial,USD
34427,68959,7000285,68959,7000285,40260955,,14,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42915,42915,43312,,,,,,7042,14,42887,42887,43282,E132545,Arinc,,,EMEA,NTH,UKI,UK,Commercial,GBP
34428,-150,7000088,-150,7000088,40260717,,10,0,0,0,ACCEES990,EE,1,1,0,1,1,0,0,0,0,1,42913,42913,42979,,,,,,4225,10,42887,42887,42979,E136311,Liquid Logic,,,EMEA,NTH,UKI,UK,Commercial,GBP
34429,-436,7000313,-436,7000313,40261268,,45,0,1,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,42916,42917,43465,,,,,,15347,45,42917,42887,43435,NR49077,Thrivent Financial For Lutherans,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
34430,59188,7000261,59188,7000261,40259706,,1156,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42887,42887,43100,,,,,,285697,1156,42887,42887,43070,NR48791,Bank of America Corporation,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Platinum,USD
34431,88818,7000296,88818,7000296,40259882,,6,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42894,42894,43251,,,,,,3528,6,42887,42887,43221,NR51345,WISCONSIN - STATE,,,PS/CAN,Public Sector,PS_SLED,PS_SL-WEST,Gold,USD
34432,1152,7000274,1152,7000274,40260004,,100,1,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42901,42901,42916,,,,,,0,100,42887,42887,42887,NR48989,Manulife Financial Corporation,,,PS/CAN,CANADA,PS_CANADA,PS_CAN_WEST-CTL,Platinum,USD
34433,662,662,662,662,40260155,,9,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42902,42902,43189,,,,,,4133,9,42887,42887,43132,N122760,"Five9, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Commercial,USD
34434,2942,2942,2942,2942,40260654,,33,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42913,42856,43220,,,,,,16493,33,42856,42887,43191,N105670,"Aravo Solutions, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Commercial,USD
34435,7365,7365,7365,7365,40260818,,3,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42915,42915,43131,,,,,,1764,3,42887,42887,43101,N122379,TIER1CRM Inc,,,PS/CAN,CANADA,PS_CANADA,PS_CAN_COMMERCIAL,Commercial,USD
34436,124076,124076,124076,124076,40261319,,120,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42916,42916,43280,,,,,,63504,120,42887,42887,43252,N134339,Frontline Insurance Managers Inc.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
34437,-405,-405,-405,-405,40259903,,125,0,0,0,ACCEES990,EE,1,1,0,1,1,0,0,0,0,1,42894,42856,43404,,,,,,39308,125,42856,42887,43374,N122390,Qumulo Inc,,,NAmer,NA_WEST,NA_WEST,NA_WEST_PNW,Commercial,USD
